adjudication_instance_id,adjudication_id,incident_id,document_id,event_id,session_type,adjudication_car_numbers,accused_driver_number,affected_driver_numbers,lap_number,location,incident_family,outcome_family,referral_episode_id,link_score,runner_up_score,link_status,link_basis_json,link_review_status,link_reviewer_id,link_review_notes
adjudication-seed-fia-2018-mco-a3c31b11ff12-01,adj-1e31200d5298f217,incident-src-1e31200d5298f217,fia-2018-mco-a3c31b11ff12,2018-mco,Race,16|28,16,28,,Turn 10,causing_collision,no_further_action,,,,unmatched,[],pending_human_validation,,
adjudication-seed-fia-2018-can-6ea0e0275da8-01,adj-1bf13c58d15a0c62,incident-src-1bf13c58d15a0c62,fia-2018-can-6ea0e0275da8,2018-can,Race,18|28,18,28,,Turn 5,causing_collision,no_further_action,referral-6aae47e17c294ba7,10.0,,candidate_pending_review,"[""exact_car_set"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-can-fa41432364aa-01,adj-f0841610b6a2725d,incident-src-f0841610b6a2725d,fia-2018-can-fa41432364aa,2018-can,Race,11|55,55,11,,Turn 1,causing_collision,no_further_action,referral-db028cc9d0a1469a,12.0,,candidate_pending_review,"[""exact_car_set"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-fra-505561fd0edc-01,adj-7f9ab5cd4940bce4,incident-src-7f9ab5cd4940bce4,fia-2018-fra-505561fd0edc,2018-fra,Race,10|31,31,10,,Turn 3,causing_collision,reprimand,referral-b8d75cb18fc7f059,11.0,,candidate_pending_review,"[""exact_car_set"", ""incident_family""]",pending_human_validation,,
adjudication-seed-fia-2018-fra-80f5d9447315-01,adj-edac40e1e7230ec7,incident-src-edac40e1e7230ec7,fia-2018-fra-80f5d9447315,2018-fra,Race,8|31,8,31,,,causing_collision,time_penalty,referral-572ef9f566c02a47,8.0,6.0,candidate_pending_review,"[""accused_car"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-fra-db6e1870bc40-01,adj-ff2eb72501ff888f,incident-src-ff2eb72501ff888f,fia-2018-fra-db6e1870bc40,2018-fra,Race,10|31,10,31,,Turn 3,causing_collision,reprimand,referral-b8d75cb18fc7f059,11.0,,candidate_pending_review,"[""exact_car_set"", ""incident_family""]",pending_human_validation,,
adjudication-seed-fia-2018-fra-e65d0d06dbb7-01,adj-2528c2aa99cc8fa3,incident-src-2528c2aa99cc8fa3,fia-2018-fra-e65d0d06dbb7,2018-fra,Race,5|77,5,77,,Turn 1,causing_collision,time_penalty,referral-3c69a1bc7c5f01a1,13.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-aut-6376daf466a5-01,adj-b25c86494efcda3c,incident-src-b25c86494efcda3c,fia-2018-aut-6376daf466a5,2018-aut,Race,7|33,7,33,,Turn 3,gaining_advantage_off_track,no_further_action,referral-6e403822e93409c7,12.0,,candidate_pending_review,"[""exact_car_set"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-gbr-33466a876bdd-01,adj-f0f6dfe8d6cd5cc8,incident-src-f0f6dfe8d6cd5cc8,fia-2018-gbr-33466a876bdd,2018-gbr,Race,10|11,10,11,,"Turns 17, 16",causing_collision,time_penalty,referral-bc126f304171b19a,8.0,,candidate_pending_review,"[""exact_car_set""]",pending_human_validation,,
adjudication-seed-fia-2018-gbr-70534cc8d2b4-01,adj-e2c907d5f1895cff,incident-src-e2c907d5f1895cff,fia-2018-gbr-70534cc8d2b4,2018-gbr,Race,8|55,8,55,,Turn 9,causing_collision,no_further_action,referral-735cdd9a62f7643d,10.0,8.0,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2018-gbr-f20a2f7cd356-01,adj-5384303bfd85706c,incident-src-5384303bfd85706c,fia-2018-gbr-f20a2f7cd356,2018-gbr,Race,7|44,7,44,,Turn 3,causing_collision,time_penalty,referral-e1b8f833e205b138,8.0,,candidate_pending_review,"[""accused_car"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-hun-4bfaca494290-01,adj-dd118f0c5b27dc3e,incident-src-dd118f0c5b27dc3e,fia-2018-hun-4bfaca494290,2018-hun,Race,3|77,77,3,,Turn 1,causing_collision,time_penalty,referral-57858ca3de2f83c6,10.0,,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2018-bel-5f9336c3c23e-01,adj-dad7e6d1095a4d05,incident-src-dad7e6d1095a4d05,fia-2018-bel-5f9336c3c23e,2018-bel,Race,35|77,77,35,,Turn 1,causing_collision,time_penalty,,,,unmatched,[],pending_human_validation,,
adjudication-seed-fia-2018-bel-6346000a9777-01,adj-f2430a8dcab51295,incident-src-f2430a8dcab51295,fia-2018-bel-6346000a9777,2018-bel,Race,14|27,27,14,,Turn 1,causing_collision,grid_penalty,,,,unmatched,[],pending_human_validation,,
adjudication-seed-fia-2018-ita-4bcc40bb113b-01,adj-87372849846bf17f,incident-src-87372849846bf17f,fia-2018-ita-4bcc40bb113b,2018-ita,Race,33|77,33,77,,Turn 1,causing_collision,time_penalty,referral-5d5df20eacae8c4b,10.0,8.0,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2018-sgp-329a49e8cbe6-01,adj-e07caee25859dbf7,incident-src-e07caee25859dbf7,fia-2018-sgp-329a49e8cbe6,2018-sgp,Race,28|35,35,28,,Turn 14,forcing_off_track,time_penalty,referral-3ae79f5a76005cf6,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-sgp-d22646811c1a-01,adj-3ca06449fb896289,incident-src-3ca06449fb896289,fia-2018-sgp-d22646811c1a,2018-sgp,Race,11|35,11,35,,Turn 18,causing_collision,drive_through,referral-88b4f22aa00ba3db,15.0,6.0,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-rus-cf28ebf731bb-01,adj-76bf6d21078e4ab1,incident-src-76bf6d21078e4ab1,fia-2018-rus-cf28ebf731bb,2018-rus,Race,5,5,,,,multiple_defensive_moves,no_further_action,referral-b6e3fdc3e98c29e7,9.0,,candidate_pending_review,"[""adjudication_car_set_within_episode"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-jpn-81677672dab7-01,adj-ee4d64c6c65cfaa2,incident-src-ee4d64c6c65cfaa2,fia-2018-jpn-81677672dab7,2018-jpn,Race,5,5,,,Turn 13,causing_collision,no_further_action,referral-f22cecd0b41a7712,12.0,11.0,ambiguous_pending_review,"[""adjudication_car_set_within_episode"", ""incident_family"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2018-jpn-a4bf4fc25a1f-01,adj-98570c1c2d9d82a6,incident-src-98570c1c2d9d82a6,fia-2018-jpn-a4bf4fc25a1f,2018-jpn,Race,14|18,18,14,,Turn 16,forcing_off_track,time_penalty,referral-aa9f483ff90d58d7,10.0,,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2018-jpn-b456aafdefec-01,adj-00d141181cb75914,incident-src-00d141181cb75914,fia-2018-jpn-b456aafdefec,2018-jpn,Race,16|20,16,20,,,causing_collision,no_further_action,referral-dfd7834061de9145,10.0,,candidate_pending_review,"[""exact_car_set"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-jpn-d5d56e0426c6-01,adj-d87dc3e3ddc100a9,incident-src-d87dc3e3ddc100a9,fia-2018-jpn-d5d56e0426c6,2018-jpn,Race,7|33,33,7,,Turns 16-17,unsafe_rejoin,time_penalty,referral-b02782c590a2ac05,8.0,,candidate_pending_review,"[""exact_car_set""]",pending_human_validation,,
adjudication-seed-fia-2018-usa-2f4f21fa003f-01,adj-f66c13b6dc6edb50,incident-src-f66c13b6dc6edb50,fia-2018-usa-2f4f21fa003f,2018-usa,Race,8|16,8,16,,Turn 12,causing_collision,grid_penalty,referral-fa1d5771cf575a1c,8.0,,candidate_pending_review,"[""exact_car_set""]",pending_human_validation,,
adjudication-seed-fia-2018-usa-49d225f5fb07-01,adj-8c049b3df629e78e,incident-src-8c049b3df629e78e,fia-2018-usa-49d225f5fb07,2018-usa,Race,8|55,55,8,,Turn 1,gaining_advantage_off_track,time_penalty,referral-37f449c0d0c65e07,10.0,,candidate_pending_review,"[""accused_car"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-usa-856ae8b1622a-01,adj-e7b2995ef053dcc6,incident-src-e7b2995ef053dcc6,fia-2018-usa-856ae8b1622a,2018-usa,Race,14|18,18,14,,Turn 4,causing_collision,drive_through,referral-e9894fb0b2d999fc,8.0,,candidate_pending_review,"[""accused_car"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-usa-b97b2be7b15e-01,adj-225ff90f36c849d0,incident-src-225ff90f36c849d0,fia-2018-usa-b97b2be7b15e,2018-usa,Race,3|5,3,5,,Turn 13,causing_collision,no_further_action,referral-8cf1f928a4e60852,12.0,,candidate_pending_review,"[""exact_car_set"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-usa-dc3270dd6cb6-01,adj-99ac5bce501847b9,incident-src-99ac5bce501847b9,fia-2018-usa-dc3270dd6cb6,2018-usa,Race,3|5,5,3,,Turn 13,causing_collision,no_further_action,referral-8cf1f928a4e60852,12.0,,candidate_pending_review,"[""exact_car_set"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-mex-3075233c69d9-01,adj-f55b2703a638bc6a,incident-src-f55b2703a638bc6a,fia-2018-mex-3075233c69d9,2018-mex,Race,10|31,31,10,,Turn 4,forcing_off_track,no_further_action,referral-9a3a21558da63813,12.0,,candidate_pending_review,"[""exact_car_set"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-mex-9fdf8480489c-01,adj-ed88cdc8e4ae5c06,incident-src-ed88cdc8e4ae5c06,fia-2018-mex-9fdf8480489c,2018-mex,Race,28|31,28,31,,Turn 2,causing_collision,time_penalty,referral-b17d5267b718b8b8,10.0,8.0,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2018-bra-1cf7293f9bee-01,adj-39523131c9d9684d,incident-src-39523131c9d9684d,fia-2018-bra-1cf7293f9bee,2018-bra,Race,31|33,31,33,,Turn 2,causing_collision,stop_go,referral-396f655648060e9d,13.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-abu-18bc30990ea3-01,adj-b68335d3407c00bc,incident-src-b68335d3407c00bc,fia-2018-abu-18bc30990ea3,2018-abu,Race,14,14,,,Turn 8,gaining_advantage_off_track,time_penalty,referral-036a14c008c11cef,13.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-abu-754824eaae10-01,adj-58eaa3eee308cb80,incident-src-58eaa3eee308cb80,fia-2018-abu-754824eaae10,2018-abu,Race,14,14,,,Turn 8,gaining_advantage_off_track,time_penalty,referral-036a14c008c11cef,13.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-abu-b67f80da207e-01,adj-2082537af6db5e25,incident-src-2082537af6db5e25,fia-2018-abu-b67f80da207e,2018-abu,Race,27,27,,,Turn 9,causing_collision,no_further_action,referral-9b6de88fc350879a,14.0,,high_confidence_algorithmic,"[""adjudication_car_set_within_episode"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-abu-ba74bbf1e4a2-01,adj-e83d46d8daf5ec73,incident-src-e83d46d8daf5ec73,fia-2018-abu-ba74bbf1e4a2,2018-abu,Race,14,14,,,Turn 8,gaining_advantage_off_track,time_penalty,referral-036a14c008c11cef,13.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2018-abu-e3bd8959c0f4-01,adj-9a44d3fc12f61d17,incident-src-9a44d3fc12f61d17,fia-2018-abu-e3bd8959c0f4,2018-abu,Race,2|31,31,2,,Turn 17,gaining_advantage_off_track,time_penalty,referral-afc003373dd8dcff,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-bhr-132a9d8aa9de-01,adj-8f6c033b94586d1e,incident-src-8f6c033b94586d1e,fia-2019-bhr-132a9d8aa9de,2019-bhr,Race,33|55,33,55,,Turn 4,causing_collision,no_further_action,referral-f3ce5a27bbc5073e,12.0,,candidate_pending_review,"[""exact_car_set"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-bhr-1365948cf7e0-01,adj-8ac64d49533b4e49,incident-src-8ac64d49533b4e49,fia-2019-bhr-1365948cf7e0,2019-bhr,Race,26|99,99,26,,Turn 11,causing_collision,no_further_action,referral-8ab0528497916d62,10.0,10.0,ambiguous_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2019-bhr-2a5a65873384-01,adj-5375e3c95251badb,incident-src-5375e3c95251badb,fia-2019-bhr-2a5a65873384,2019-bhr,Race,33|55,55,33,,Turn 4,causing_collision,no_further_action,referral-f3ce5a27bbc5073e,12.0,,candidate_pending_review,"[""exact_car_set"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-bhr-afcfec60fa35-01,adj-a2465e3be559632e,incident-src-a2465e3be559632e,fia-2019-bhr-afcfec60fa35,2019-bhr,Race,26|99,26,99,,Turn 11,causing_collision,no_further_action,referral-8ab0528497916d62,10.0,10.0,ambiguous_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2019-chn-50a2b4dfbc09-01,adj-fb33cf1dee9a141c,incident-src-fb33cf1dee9a141c,fia-2019-chn-50a2b4dfbc09,2019-chn,Race,26,26,,,Turn 6,causing_collision,drive_through,referral-e2a1e81ca9f578ea,14.0,,high_confidence_algorithmic,"[""adjudication_car_set_within_episode"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-aze-9a6772a3acaf-01,adj-58045adf2d642c7b,incident-src-58045adf2d642c7b,fia-2019-aze-9a6772a3acaf,2019-aze,Race,3|26,3,26,,Turn 4,causing_collision,grid_penalty,referral-f8f7baabcde165ad,8.0,,candidate_pending_review,"[""exact_car_set""]",pending_human_validation,,
adjudication-seed-fia-2019-esp-1de5310a284d-01,adj-93a2deb70e9576d9,incident-src-93a2deb70e9576d9,fia-2019-esp-1de5310a284d,2019-esp,Race,4|18,18,4,,"Turns 2, 1",causing_collision,no_further_action,referral-3e6e7f3786f6d584,8.0,,candidate_pending_review,"[""exact_car_set""]",pending_human_validation,,
adjudication-seed-fia-2019-esp-c8e31ce09c58-01,adj-08067a85a17122aa,incident-src-08067a85a17122aa,fia-2019-esp-c8e31ce09c58,2019-esp,Race,4|18,4,18,,"Turns 2, 1",causing_collision,no_further_action,referral-3e6e7f3786f6d584,8.0,,candidate_pending_review,"[""exact_car_set""]",pending_human_validation,,
adjudication-seed-fia-2019-mco-6d869f39c68e-01,adj-a0cb65d072c5b6a8,incident-src-a0cb65d072c5b6a8,fia-2019-mco-6d869f39c68e,2019-mco,Race,11|20,20,11,,Turn 10,gaining_advantage_off_track,time_penalty,referral-c8502783a05c9b4d,13.0,7.0,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2019-mco-8441c7d5dbef-01,adj-d5ff9f7e1e5e3e46,incident-src-d5ff9f7e1e5e3e46,fia-2019-mco-8441c7d5dbef,2019-mco,Race,88|99,99,88,,Turn 18,causing_collision,time_penalty,referral-3c7899a89e98a80f,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-mco-93dff725c78b-01,adj-76f534567702afe9,incident-src-76f534567702afe9,fia-2019-mco-93dff725c78b,2019-mco,Race,33|44,33,44,,Turn 10,causing_collision,no_further_action,referral-b74647f09839c78e,10.0,,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2019-mco-b0bed801d3e3-01,adj-1647a94a71c5efa4,incident-src-1647a94a71c5efa4,fia-2019-mco-b0bed801d3e3,2019-mco,Race,18,18,,,Turn 10,gaining_advantage_off_track,time_penalty,referral-5c15d8e3515220c2,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-mco-bf9eeec70400-01,adj-675739cef230a725,incident-src-675739cef230a725,fia-2019-mco-bf9eeec70400,2019-mco,Race,33|44,44,33,,Turn 10,causing_collision,no_further_action,referral-b74647f09839c78e,10.0,,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2019-can-dceb9101c747-01,adj-5a2a22f5fc1a849d,incident-src-5a2a22f5fc1a849d,fia-2019-can-dceb9101c747,2019-can,Race,5|44,5,44,,Turns 3-4,unsafe_rejoin,time_penalty,referral-cccbeaaa006ca815,8.0,,candidate_pending_review,"[""exact_car_set""]",pending_human_validation,,
adjudication-seed-fia-2019-fra-a0c241fafdd8-01,adj-d573e773779fee7e,incident-src-d573e773779fee7e,fia-2019-fra-a0c241fafdd8,2019-fra,Race,11,11,,,Turns 3-5,gaining_advantage_off_track,time_penalty,referral-c8b582e674d51c68,13.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-fra-a2fbe5bfb237-01,adj-9cc41bec5ee322a6,incident-src-9cc41bec5ee322a6,fia-2019-fra-a2fbe5bfb237,2019-fra,Race,3|7,3,7,,Turns 8-9,gaining_advantage_off_track,time_penalty,referral-7ead712633ef80f4,6.0,,candidate_pending_review,"[""accused_car"", ""incident_family""]",pending_human_validation,,
adjudication-seed-fia-2019-aut-529bae08f480-01,adj-524c6675088fdc18,incident-src-524c6675088fdc18,fia-2019-aut-529bae08f480,2019-aut,Race,16|33,33,16,69,Turn 3,causing_collision,no_further_action,referral-4d6ae7323593bcf1,10.0,,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2019-aut-f8011f674d7f-01,adj-a7a3ac083e4cb040,incident-src-a7a3ac083e4cb040,fia-2019-aut-f8011f674d7f,2019-aut,Race,16|33,16,33,69,Turn 3,causing_collision,no_further_action,referral-4d6ae7323593bcf1,10.0,,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2019-gbr-9cce23a29f05-01,adj-4ae27a945be232f3,incident-src-4ae27a945be232f3,fia-2019-gbr-9cce23a29f05,2019-gbr,Race,5|33,5,33,,Turn 16,causing_collision,time_penalty,referral-b688b56fa9892053,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-bel-0c5b8806e8e5-01,adj-12ea78eb0fa53af2,incident-src-12ea78eb0fa53af2,fia-2019-bel-0c5b8806e8e5,2019-bel,Race,11|23,11,23,,,forcing_off_track,no_further_action,referral-93489cf7e0127824,8.0,,candidate_pending_review,"[""exact_car_set""]",pending_human_validation,,
adjudication-seed-fia-2019-ita-e4746c5c634f-01,adj-c74375d6086c31ed,incident-src-c74375d6086c31ed,fia-2019-ita-e4746c5c634f,2019-ita,Race,20|23,23,20,,Turn 5,gaining_advantage_off_track,time_penalty,referral-04911fbad66e4e0b,10.0,8.0,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2019-ita-ef49a857f7de-01,adj-fce27d672a231903,incident-src-fce27d672a231903,fia-2019-ita-ef49a857f7de,2019-ita,Race,5|10|18,18,5|10,,Turn 10,unsafe_rejoin,drive_through,referral-5cc4d3d41b466877,8.0,6.0,candidate_pending_review,"[""accused_car"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-usa-d3bdd32ef24c-01,adj-da2c95f3aa831f34,incident-src-da2c95f3aa831f34,fia-2019-usa-d3bdd32ef24c,2019-usa,Race,11|26,26,11,,Turn 15,causing_collision,time_penalty,referral-b7b1c1628ee7b46b,13.0,8.0,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2019-bra-810d6e70c069-01,adj-7a979b9c5e405e83,incident-src-7a979b9c5e405e83,fia-2019-bra-810d6e70c069,2019-bra,Race,23|44,44,23,,Turn 10,causing_collision,time_penalty,referral-8bae9b55f0749bef,10.0,,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2020-aut-61b974e38056-01,adj-f6450ff6c230f5e0,incident-src-f6450ff6c230f5e0,fia-2020-aut-61b974e38056,2020-aut,Race,23|44,44,23,,Turn 4,causing_collision,time_penalty,referral-4f2acd9877c92ee0,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-gbr-09d0b07d741a-01,adj-e605aead612094fc,incident-src-e605aead612094fc,fia-2020-gbr-09d0b07d741a,2020-gbr,Race,3|8,8,3,,Turn 6,moving_under_braking,warning,referral-4b6f55e5f67fa720,13.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2020-70a-2f908d545c9e-01,adj-70745e64b862fd6a,incident-src-70745e64b862fd6a,fia-2020-70a-2f908d545c9e,2020-70a,Race,20,20,,,Turn 15,unsafe_rejoin,time_penalty,referral-ab2d73fb32c23519,11.0,,candidate_pending_review,"[""adjudication_car_set_within_episode"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-esp-bc594cf0008c-01,adj-c1cfa4c6f7b7d14c,incident-src-c1cfa4c6f7b7d14c,fia-2020-esp-bc594cf0008c,2020-esp,Race,99,99,,,"Turns 1, 3",forcing_off_track,no_further_action,referral-dd666b9e2f8de522,7.0,,candidate_pending_review,"[""adjudication_car_set_within_episode""]",pending_human_validation,,
adjudication-seed-fia-2020-ita-3d5494c6edc8-01,adj-c473006e0e821fa8,incident-src-c473006e0e821fa8,fia-2020-ita-3d5494c6edc8,2020-ita,Race,8|23,23,8,,,causing_collision,time_penalty,referral-83878e66d84e44ae,7.0,,candidate_pending_review,"[""adjudication_car_set_within_episode""]",pending_human_validation,,
adjudication-seed-fia-2020-tus-3299714baba8-01,adj-ca80459eed6f3310,incident-src-ca80459eed6f3310,fia-2020-tus-3299714baba8,2020-tus,Race,7|8|10|33,8,10|7|33,,,causing_collision,no_further_action,referral-3168b0e2e5a515c1,12.0,,candidate_pending_review,"[""adjudication_car_set_within_episode"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-tus-65bfe923f953-01,adj-fe001d9ef4550a20,incident-src-fe001d9ef4550a20,fia-2020-tus-65bfe923f953,2020-tus,Race,7|8|10|33,33,10|8|7,,,causing_collision,no_further_action,referral-3168b0e2e5a515c1,12.0,,candidate_pending_review,"[""adjudication_car_set_within_episode"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-tus-8b2908d46c54-01,adj-3bbbd293cbbdc303,incident-src-3bbbd293cbbdc303,fia-2020-tus-8b2908d46c54,2020-tus,Race,7|8|10|33,10,8|7|33,,,causing_collision,no_further_action,referral-3168b0e2e5a515c1,12.0,,candidate_pending_review,"[""adjudication_car_set_within_episode"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-tus-8f4aa7153d82-01,adj-d8273ef853fc3e35,incident-src-d8273ef853fc3e35,fia-2020-tus-8f4aa7153d82,2020-tus,Race,7|8|10|33,7,10|8|33,,,causing_collision,no_further_action,referral-3168b0e2e5a515c1,12.0,,candidate_pending_review,"[""adjudication_car_set_within_episode"", ""incident_family"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-eif-3377de36ccd9-01,adj-cd5bc15f552b8092,incident-src-cd5bc15f552b8092,fia-2020-eif-3377de36ccd9,2020-eif,Race,7|63,7,63,,Turn 1,causing_collision,time_penalty,referral-9d11f86984796490,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-eif-588d347b498e-01,adj-334b6200470cb5bc,incident-src-334b6200470cb5bc,fia-2020-eif-588d347b498e,2020-eif,Race,23|26,23,26,,Turn 14,causing_collision,time_penalty,referral-2b30f84b57227347,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-por-69db98466a96-01,adj-51812139587add7e,incident-src-51812139587add7e,fia-2020-por-69db98466a96,2020-por,Race,4|18,18,4,,Turn 1,causing_collision,time_penalty,referral-a82360ea8c04197a,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-emi-399ca2a328b0-01,adj-1b1da487e3a306a9,incident-src-1b1da487e3a306a9,fia-2020-emi-399ca2a328b0,2020-emi,Race,5|20,5,20,,Turn 7,causing_collision,no_further_action,referral-d4b42208d21c7a44,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-bhr-5b520e69cfdd-01,adj-f43e6ce41cf9c965,incident-src-f43e6ce41cf9c965,fia-2020-bhr-5b520e69cfdd,2020-bhr,Race,18|26,26,18,,Turn 8,causing_collision,time_penalty,referral-c369b6c3f1ce4353,14.0,,high_confidence_algorithmic,"[""adjudication_car_set_within_episode"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2020-skh-9e2651e5d5ba-01,adj-f1add43ec601d687,incident-src-f1add43ec601d687,fia-2020-skh-9e2651e5d5ba,2020-skh,Race,11|16|33,16,11|33,,Turn 4,causing_collision,grid_penalty,referral-8bdc3080b6a0d7d2,10.0,,candidate_pending_review,"[""exact_car_set"", ""location""]",pending_human_validation,,
adjudication-seed-fia-2021-bhr-4c375a5d45e3-01,adj-fee2caa67a10b6f2,incident-src-fee2caa67a10b6f2,fia-2021-bhr-4c375a5d45e3,2021-bhr,Race,5|31,5,31,,Turn 1,causing_collision,time_penalty,referral-d4f11c9cc5b2c052,15.0,,high_confidence_algorithmic,"[""exact_car_set"", ""incident_family"", ""location"", ""terminal_outcome""]",pending_human_validation,,
adjudication-seed-fia-2021-emi-791fd6e0a7e9-01,adj-3651fb62c9bcfb6e,incident-src-3651fb62c9bcfb6e,fia-2021-emi-791fd6e0a7e9,2021-emi,Race,10|18,18,10,,Turns 2-3,gaining_advantage_off_track,time_penalty,,,,unmatched,[],pending_human_validation,,
